-0.49168,0.33747,-0.183,-0.41708,-0.078856,0.15119,0.3238,-0.78763,-0.56106,0.60018,0.66677
-0.92053,-1.0743,-1.098,0.13366,1.0352,0.15119,-0.68807,1.198,0.65935,-1.0966,-0.6443
-1.4385,-0.28338,-1.098,-0.16539,-0.14612,0.90711,0.3238,2.0253,1.8357,-1.0966,-0.6443
-0.42484,0.92431,0.122,0.58168,-1.2419,-0.60474,-0.68807,-1.284,-1.3584,0.44605,0.66677
3.2678,2.8634,3.477,1.256,-1.0523,-1.3607,-0.68807,0.53612,-0.33056,-1.3938,-1.5808
2.5159,6.0783,4.392,0.29401,-0.184,-0.60474,-0.68807,-1.1186,-1.0879,0.44605,0.66677
4.0363,6.512,5.612,0.27979,-0.44789,-0.60474,-0.68807,-1.284,-1.3584,0.58914,-0.457
-0.11295,4.5814,1.952,-0.74626,-1.3507,0.15119,1.3357,1.8599,1.5627,-1.3938,-1.5808
-0.77573,-0.60657,-0.79299,0.48333,-0.60835,-0.60474,0.3238,0.86705,0.1719,-1.2321,-0.6443
2.9447,6.1123,4.697,2.4889,0.46122,-1.3607,-1.6999,-1.9459,-2.4125,0.58359,-0.457
1.5802,2.6848,2.257,0.94993,0.79566,0.90711,-0.68807,1.6944,1.4127,-1.1461,0.29218
19.887,38.108,30.317,1.8848,1.4522,-1.3607,-1.6999,0.37065,-0.53429,-1.1729,0.29218
1.4688,0.099337,1.037,-0.24126,0.54798,0.15119,0.3238,-0.45669,-0.034115,0.75459,0.66677
1.9199,2.166,2.257,0.38461,-1.0711,0.15119,0.3238,-0.78763,-0.56106,0.89467,-0.457
-0.24105,-0.73414,-0.488,1.1477,-0.98861,-1.3607,-0.68807,0.70159,-0.0947,-1.3938,-1.5808
-1.0876,-0.81919,-1.098,-0.16116,1.8501,0.15119,-0.68807,-1.284,-1.3208,0.44605,0.66677
-0.046116,-1.7207,-0.79299,2.2034,-1.0259,-2.1166,-1.6999,0.039712,-1.0418,-1.3938,-1.5808
1.2683,1.0944,1.342,1.9799,0.52718,-1.3607,-1.6999,0.53612,-0.31297,-1.2321,-0.6443
-1.6334,-2.0524,-2.013,0.84875,-2.0612,-1.3607,-0.68807,0.86705,0.13775,-1.3938,-1.5808
-0.11852,0.45654,0.122,-1.9557,0.80734,2.419,2.3475,0.70159,1.8357,1.1271,1.7905
0.77261,0.47355,0.73199,-0.29864,0.73819,0.15119,0.3238,-0.29122,0.2315,0.90438,0.66677
0.10983,0.79674,0.427,2.1237,-1.6372,-2.1166,-1.6999,-0.12576,-1.274,-1.3442,-1.5808
-0.19649,-0.11329,-0.183,0.25531,0.69329,-0.60474,-0.68807,-1.1186,-1.0879,0.62211,1.7905
2.1371,-0.23235,1.342,-1.284,0.065414,0.90711,1.3357,-0.29122,0.2315,0.74943,0.66677
18.278,68.121,42.517,0.68274,1.9593,0.15119,-0.68807,-0.78763,-0.54321,0.90922,0.66677
1.4632,3.5523,2.562,0.23727,-0.44789,0.15119,0.3238,-0.62216,-0.28662,0.90438,0.66677
0.49413,0.8988,0.73199,-0.48333,1.8501,0.90711,0.3238,0.039712,0.78314,1.064,0.66677
-0.26333,-0.011226,-0.183,0.99805,-0.1196,-0.60474,-0.68807,1.0325,0.4006,-1.2654,-0.6443
26.209,57.388,43.127,2.6962,-0.53839,-2.1166,-1.6999,-0.12576,-1.274,-1.3442,-1.5808
-0.42484,-1.1424,-0.79299,-0.93055,-0.77618,0.90711,1.3357,0.039712,0.75022,0.89953,-0.457
1.3017,1.0434,1.342,0.34544,0.24325,-0.60474,-0.68807,-1.1186,-1.0879,0.75973,0.66677
0.093123,1.5112,0.73199,0.36537,-1.86,-0.60474,0.3238,1.5289,1.0847,-1.4586,-1.5808
-0.55851,-1.6272,-1.098,-1.4015,0.64873,0.90711,-0.68807,-0.45669,0.017635,0.45197,0.66677
-1.6,-1.4145,-1.708,-0.80457,-1.3233,0.15119,1.3357,-0.12576,0.47614,0.8898,-0.457
1.0399,1.4431,1.342,-0.80457,-1.3233,0.15119,1.3357,-0.12576,0.47614,0.8898,-0.457
0.52198,0.85627,0.73199,1.1293,0.15212,-1.3607,-1.6999,-1.7804,-2.1415,0.29866,0.66677
0.054136,-1.1849,-0.488,0.8186,-0.46947,-0.60474,-0.68807,1.198,0.62619,-1.3442,-1.5808
0.3716,0.39701,0.427,-0.72928,-0.5498,0.90711,1.3357,-0.12576,0.49288,1.0686,0.66677
6.8712,11.139,9.5769,1.5436,-1.1994,-1.3607,-0.68807,0.37065,-0.56999,-1.3938,-1.5808
1.5412,1.3666,1.647,1.5099,-1.6704,-1.3607,-0.68807,0.70159,-0.0947,-1.4586,-1.5808
-0.61978,-0.15581,-0.488,-1.1613,0.10046,0.90711,1.3357,0.20518,1.0199,0.90922,0.66677
-0.30788,0.74571,0.122,-0.026665,-0.34896,0.15119,0.3238,1.5289,1.1008,-1.2321,-0.6443
1.4354,4.2838,2.867,0.95525,-0.37323,-0.60474,-0.68807,0.86705,0.15483,-1.2321,-0.6443
8.8651,6.7161,8.9669,1.982,-2.3236,-2.1166,-1.6999,0.039712,-1.0418,-1.3938,-1.5808
-1.0264,-0.91275,-1.098,0.85511,2.5825,1.663,-0.68807,-0.62216,-0.1991,1.2447,0.66677
5.5234,9.0635,7.7469,0.50164,-2.1161,-0.60474,0.3238,1.198,0.60958,-1.3938,-1.5808
5.2839,2.5402,4.697,2.2034,-1.0259,-2.1166,-1.6999,0.039712,-1.0418,-1.3938,-1.5808
-0.66433,-0.77667,-0.79299,-1.3293,0.64873,0.90711,0.3238,-0.45669,0.00040371,0.60018,0.66677
0.14325,0.056813,0.122,-1.438,-0.9851,0.90711,1.3357,0.039712,0.75022,0.74426,-0.457
0.18224,1.3751,0.73199,-1.0307,1.8747,0.90711,-0.68807,-0.78763,-0.50756,0.45197,0.66677
-0.32698,-0.49265,-0.54128,-0.36501,-0.57569,-0.1062,0.48206,0.011277,0.29083,0.58875,-0.24895
1.8047,2.939,3.1078,0.88371,0.05509,-0.99124,-0.18747,-0.76401,-1.5061,-0.016059,-0.5138
-0.51666,-0.76032,-0.84537,-0.87239,-1.4657,0.77883,0.81682,0.2932,0.75484,0.7656,-0.24895
1.0753,1.5458,1.7394,1.2392,-1.2187,-1.8763,-0.18747,-0.88148,-1.7025,-0.18535,-0.5138
0.27594,-0.57501,-0.085145,1.7303,0.10831,-0.1062,-0.18747,-0.52908,-1.1093,0.29877,-0.5138
6.9939,2.2801,7.061,1.9435,-0.165,-0.99124,-4.5394,-2.4086,-2.8983,0.13603,-0.24895
0.11562,0.50253,0.37099,1.0934,-1.8524,-1.8763,-4.5394,-2.2911,-2.7114,-0.032973,-0.24895
4.7087,1.8615,4.9324,2.2715,-1.8524,-2.7613,-0.18747,-1.2339,-2.2677,-0.19144,-0.5138
-0.87119,0.61235,-0.38924,-1.525,-1.1427,0.77883,-4.5394,-1.8212,-0.93127,0.58875,0.14831
2.7531,4.8333,4.9324,0.54583,-0.4161,-0.1062,0.1473,-0.059204,-0.38622,0.15176,0.81042
0.51756,-0.1083,0.37099,1.9213,-0.82879,-1.8763,-0.18747,-0.88148,-1.7025,-0.027321,-0.5138
0.084003,-0.0053534,0.0669,-0.3438,-0.17672,-0.1062,0.1473,-0.41161,-0.39549,0.24151,-0.24895
-0.67021,0.58489,-0.23719,-0.25343,-0.010148,-0.1062,-4.5394,-1.7038,-1.6548,-0.0048539,1.3401
-0.13504,-1.0623,-0.69333,-0.88152,0.94872,1.6639,0.48206,0.57512,1.2465,0.79149,1.3401
-0.19149,3.4709,1.7394,0.3628,-0.59635,-0.99124,0.1473,1.4209,0.82606,-1.9446,-1.838
0.086261,-0.0087851,0.0669,-0.64893,1.3018,0.77883,0.1473,-0.41161,-0.36461,0.26032,1.3401
-0.36537,-1.2682,-0.99742,-0.71743,0.4625,0.77883,0.48206,0.2932,0.76911,0.61077,1.3401
0.036582,-0.21125,-0.085145,-0.27121,-0.40565,-0.1062,0.48206,1.8438,1.4594,-1.9446,-1.838
2.0486,2.0125,2.8037,1.0397,-1.0964,-0.99124,-0.18747,-0.64654,-1.326,-0.16119,0.81042
-0.42634,0.49224,-0.085145,-0.8834,0.86229,0.77883,0.1473,-0.27065,-0.1276,0.26032,1.3401
-0.50763,-0.49608,-0.69333,1.2564,-0.97342,-1.8763,-0.18747,-1.1164,-1.5651,0.24151,-0.24895
-0.21859,-0.65737,-0.54128,-0.76768,-1.4534,-0.1062,0.48206,0.011277,0.29083,0.41195,-0.24895
0.35272,-0.69169,-0.085145,1.3286,0.27544,-0.99124,-0.18747,-0.97545,-1.3227,0.42371,-0.24895
0.5266,0.15594,0.52304,-0.27121,-0.40565,-0.1062,0.48206,1.8438,1.4594,-1.9446,-1.838
-0.90732,-1.0005,-1.3015,1.4626,0.86124,-0.99124,-4.5394,-2.1736,-2.4838,0.13603,-0.24895
2.3579,2.0983,3.1078,1.4425,-0.19513,-0.99124,-0.18747,-0.64654,-1.326,-0.016059,-0.5138
0.27143,0.26575,0.37099,-0.58836,1.7562,0.77883,-0.18747,-0.55257,-0.57437,0.092245,1.3401
2.3308,2.6954,3.4119,1.3887,0.5608,-0.99124,-0.18747,-0.64654,-1.3128,-0.15519,0.81042
5.3409,2.5684,5.8446,1.6705,-0.37808,-1.8763,-0.18747,-0.99895,-1.888,-0.021683,-0.5138
1.0008,0.82511,1.2833,-1.0423,-0.71575,0.77883,0.81682,0.2932,0.75484,0.59427,-0.24895
-0.57989,1.0036,0.0669,-0.59335,-0.86022,-0.1062,0.1473,1.8438,1.473,-1.8971,-0.5138
-0.45569,-0.57501,-0.69333,1.4735,0.30204,-1.8763,-0.18747,0.99801,0.23919,-1.8175,-0.5138
-0.32472,-1.6079,-1.1495,0.88339,-1.0078,-0.99124,0.1473,-0.41161,-0.96023,0.14129,-0.5138
-0.32698,1.4531,0.52304,-0.64906,0.20997,0.77883,0.48206,0.2932,0.76911,0.79149,1.3401
0.99403,1.6693,1.7394,0.79072,-0.967,-0.99124,0.1473,-0.29414,-0.77466,0.13077,-0.5138
1.3169,3.9582,3.2599,1.2682,-1.1137,-1.8763,-0.18747,-0.76401,-1.5196,-0.021683,-0.5138
1.265,-0.13233,0.97917,1.6927,-0.165,-1.8763,-4.5394,-2.4086,-2.9133,-0.027321,-0.24895
4.388,-0.15292,3.5639,2.1937,-1.2687,-1.8763,-0.18747,-1.3983,-2.029,0.2352,-0.24895
3.9883,1.8443,4.3242,2.1108,-1.1598,-1.8763,-0.18747,-0.99895,-1.888,-0.027321,-0.5138
0.25336,0.2932,0.37099,0.49565,-0.24678,-0.99124,-0.18747,-0.52908,-1.1353,-0.1672,-0.5138
1.2469,0.45106,1.2833,2.0157,-0.70663,-1.8763,-4.5394,-2.526,-3.1189,-0.027321,-0.24895
2.8276,0.55058,2.6517,3.2499,-0.54667,-1.8763,-0.52223,0.17573,-1.2534,-2.0274,-1.838
3.5096,3.6837,4.9324,1.0503,-1.5489,-0.99124,0.1473,-0.52908,-1.1484,0.13077,-0.5138
1.755,0.7908,1.8914,0.38828,0.51708,-0.1062,-4.5394,-1.9387,-2.0693,0.00072777,1.3401
-0.30891,-0.79807,-0.69333,-0.1429,0.74778,-0.1062,-0.18747,-0.69353,-0.83517,0.072069,-0.24895
-0.21181,-0.3897,-0.38924,0.87238,-0.86184,-0.99124,0.1473,-0.69353,-0.86713,0.41195,-0.24895
-0.43763,0.5094,-0.085145,0.28078,1.3394,1.6639,0.1473,0.011277,0.34964,0.96695,1.3401
2.3037,1.0688,2.4996,0.65537,-0.2315,-0.99124,-4.5394,-2.0562,-2.2891,-0.021683,-0.24895
-0.64086,-1.1275,-1.1495,1.3977,1.3478,-0.1062,-0.18747,-0.69353,-0.83517,0.59978,-0.24895
-0.22536,-0.091145,-0.23719,1.3977,1.3478,-0.1062,-0.18747,-0.69353,-0.83517,0.59978,-0.24895
-0.72153,-0.86996,-0.87952,-0.49503,-0.13052,0.47762,-0.2,-0.98191,-0.62746,-1.7832,-0.65811
2.4966,5.2286,4.2653,0.50644,0.2806,-0.51742,12.3,3.1372,1.7678,0.93266,2.8395
4.1404,1.1272,2.9179,2.5538,3.6577,-2.5075,-0.2,0.020039,-1.7546,0.40588,1.055
